audit_id,sample_order,lexeme_id,lemma,pos,cefr_level,flelex_frequency,gloss_zh,automated_status,automated_reason,manual_decision,manual_note
lexicon-v1-2026-07-27,415,7588,lunaire,ADJ,C1,0.351,阴,eligible,target_content_with_gloss,agree,CFDICT 阴 is too narrow; add lunar and absent-minded senses.
lexicon-v1-2026-07-27,416,11587,révolutionnaire,ADJ,B1,11.8489,革命；革命性,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,417,4990,express,NOM,C1,0.1951,快车,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,418,8073,midi,NOM,A1,83.4151,中午；日中,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,419,9144,panneau,NOM,A2,9.1787,面板,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,420,63,acacia,NOM,C2,0.1431,槐,needs_review,advanced_tail,override_auxiliary,Common concrete plant noun; keep as support.
lexicon-v1-2026-07-27,421,11998,siècle,NOM,A1,361.7502,世纪,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,422,13160,troquer,VER,C2,0.0342,博；换,needs_review,advanced_tail,override_eligible,Useful verb; C2 assignment appears too high.
lexicon-v1-2026-07-27,423,5093,familiariser,VER,B2,0.5513,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 verb and derivational relation.
lexicon-v1-2026-07-27,424,7117,issu,ADJ,B2,33.3812,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,425,1447,bitume,NOM,C1,0.2862,沥青,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,426,6856,inspecteur,NOM,A2,26.1957,督察,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,427,11695,sans,KON,C1,0.051,不加；不带,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,428,2247,chateaubriand,NOM,C2,0.0342,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,429,2897,confrontation,NOM,C1,0.0975,交锋；对抗,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,430,621,anticonformiste,ADJ,C2,0.0472,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,431,4793,envoyer,VER,A1,234.2927,下达；传给,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,432,8090,militantisme,NOM,B2,0.6561,,needs_review,low_frequency_missing_gloss,override_eligible,Valid B2 abstract noun.
lexicon-v1-2026-07-27,433,4495,effet,NOM,A1,366.0571,作用；影响,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,434,10457,pâture,NOM,B2,0.9238,,needs_review,low_frequency_missing_gloss,override_eligible,Valid B2 noun with literal/figurative uses.
lexicon-v1-2026-07-27,435,7581,lui-même,PRO,A2,75.7226,他自己；它本身,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,436,13454,vergogne,NOM,C1,0.1315,羞耻,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,437,8769,numération,NOM,C2,0.0975,虚部,needs_review,advanced_tail,defer,Technical C2 term; CFDICT 虚部 is wrong.
lexicon-v1-2026-07-27,438,1622,bourgeoisie,NOM,B1,1.9586,资产阶级,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,439,10728,rater,VER,B1,10.1925,失败；泡汤,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,440,9217,parent,NOM,B2,7.4414,亲戚；亲眷,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,441,7342,lapidaire,ADJ,C2,0.0456,,excluded,outside_target_cefr,override_eligible,High-value register adjective despite C2 assignment.
lexicon-v1-2026-07-27,442,11003,renvoi,NOM,C1,0.0515,回馈；附注,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,443,4182,dégaine,NOM,C1,0.0657,,needs_review,low_frequency_missing_gloss,override_eligible,Useful colloquial C1 noun.
lexicon-v1-2026-07-27,444,11629,sacrifice,NOM,B2,0.8049,牲礼；牺牲,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,445,7023,intériorisation,NOM,C1,0.0652,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 abstract noun and transparent derivation.
lexicon-v1-2026-07-27,446,453,aléatoire,ADJ,B2,1.4842,惙,eligible,target_content_with_gloss,agree,CFDICT 惙 is corrupt; use 随机/不确定.
lexicon-v1-2026-07-27,447,4340,déprimer,VER,B1,2.7099,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,448,3301,couvreur,NOM,C2,0.0232,,excluded,outside_target_cefr,override_auxiliary,Common occupation noun; C2 assignment appears too high.
lexicon-v1-2026-07-27,449,2691,commune,NOM,B1,23.0477,公社；直辖市,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,450,8881,océanographe,NOM,C1,0.1951,,needs_review,low_frequency_missing_gloss,override_eligible,Valid C1 transparent occupation noun.
lexicon-v1-2026-07-27,451,5653,fêlé,ADJ,C1,0.0657,,needs_review,low_frequency_missing_gloss,override_eligible,High-value literal/figurative adjective.
lexicon-v1-2026-07-27,452,9984,poêle,NOM,B2,1.5363,火炉；灶具,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,453,4918,exclusif,ADJ,C2,0.1431,专属；独享,needs_review,advanced_tail,override_eligible,Common adjective; C2 assignment appears too high.
lexicon-v1-2026-07-27,454,4594,empêtrer,VER,C1,0.1431,,needs_review,low_frequency_missing_gloss,override_eligible,"Useful C1 verb, especially reflexive figurative use."
lexicon-v1-2026-07-27,455,2844,concurrent,NOM,B2,5.0423,参赛者；对手,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,456,10727,ratatouille,NOM,C1,0.0657,,needs_review,low_frequency_missing_gloss,override_eligible,Recognizable cultural noun and possible figurative relation.
lexicon-v1-2026-07-27,457,12353,substance,NOM,B2,6.4743,养分；养料,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,458,11097,retenir,VER,A2,44.8169,不予；保留,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,459,5087,fait,NOM,A1,273.0176,事实；功绩,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,460,3586,demande,NOM,A1,198.1177,申请；申请书,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,461,7569,loyer,NOM,B1,13.4237,房租；租金,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,462,456,amande,NOM,B1,2.5051,巴旦木；巴达木,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,463,13277,ulcère,NOM,C1,0.1416,溃疡,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,464,7271,kayak,NOM,C2,0.0276,舠,needs_review,advanced_tail,override_auxiliary,Common concrete noun; keep as support.
lexicon-v1-2026-07-27,465,12005,smoking,NOM,B1,2.2432,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,466,833,artificiel,ADJ,B1,15.0045,不自然；人为,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,467,13554,villa,NOM,B1,9.3688,别墅；别庄,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,468,372,albinos,NOM,C1,0.0912,天老儿；白子,eligible,target_content_with_gloss,agree,CFDICT 天老儿/白子 is dated or derogatory; replace with 白化病患者/白化的.
lexicon-v1-2026-07-27,469,2360,chrétien,NOM,B2,2.938,基督徒,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,470,7535,longue,ADJ,A1,170.4206,,excluded,missing_lexique_alignment_outside_target,agree,
lexicon-v1-2026-07-27,471,9465,personne,ADV,A1,140.9262,个人；人物,excluded,missing_lexique_alignment_outside_target,agree,
lexicon-v1-2026-07-27,472,4497,efficace,ADJ,B1,25.804,中用；干净利落,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,473,10076,proclamer,VER,B2,0.9523,宣告；宣布,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,474,10650,raideur,NOM,C1,0.0544,弹性系数,eligible,target_content_with_gloss,agree,CFDICT only gives the physics sense; add stiffness/rigidity/formality.
lexicon-v1-2026-07-27,475,5190,ferraille,NOM,B2,0.6859,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 noun.
lexicon-v1-2026-07-27,476,967,attendant,NOM,B2,0.6648,,needs_review,missing_lexique_alignment,override_excluded,English/POS artifact; French lexical use is not supported here.
lexicon-v1-2026-07-27,477,14079,époxy,ADJ,C1,0.1431,环氧树脂,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,478,10515,pétrolier,ADJ,B2,1.9293,,eligible,target_content_high_frequency_missing_gloss,agree,
lexicon-v1-2026-07-27,479,10519,pêcher,VER,B1,4.2737,捕捞；捕鱼,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,480,1634,bousculer,VER,B2,10.5804,催促；挨挤,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,481,12638,tache,NOM,B2,7.8547,斑点；瑕疵,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,482,12875,toi-même,PRO,C2,0.0248,你自己,auxiliary,closed_class,agree,
lexicon-v1-2026-07-27,483,9091,pacte,NOM,B2,4.4134,公约,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,484,835,artisan,NOM,B2,14.5111,工匠；艺人,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,485,14222,éviter,VER,B1,79.4855,以防；免除,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,486,528,analyse,NOM,B2,23.6962,分析；解析,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,487,4837,essaimer,VER,C2,0.0433,翃,needs_review,advanced_tail,override_eligible,Useful literal/figurative verb; CFDICT 翃 is corrupt.
lexicon-v1-2026-07-27,488,6054,habillé,ADJ,B2,0.6889,身着,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,489,11544,résoudre,VER,B2,13.3144,下决心；了却,eligible,target_content_with_gloss,agree,CFDICT misses the dominant 解决 sense.
lexicon-v1-2026-07-27,490,7134,jais,NOM,C2,0.0233,,excluded,outside_target_cefr,agree,
lexicon-v1-2026-07-27,491,13723,vélo,NOM,A1,84.5106,自行车；骑车,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,492,6817,inoffensif,ADJ,C1,0.1431,无毒,eligible,target_content_with_gloss,agree,CFDICT 无毒 is too narrow; add 无害/不危险.
lexicon-v1-2026-07-27,493,13031,transfert,NOM,B2,0.8475,中转；传输,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,494,292,agir,VER,A2,241.9016,举措；作用,auxiliary,foundational_content,agree,
lexicon-v1-2026-07-27,495,7767,malsain,ADJ,B2,0.7262,,needs_review,low_frequency_missing_gloss,override_eligible,Normal B2 adjective.
lexicon-v1-2026-07-27,496,8071,microscopie,NOM,C1,0.1431,显微术,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,497,12463,surface,NOM,B1,32.488,地表；外表,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,498,4027,déborder,VER,B1,5.4927,横流；横溢,eligible,target_content_with_gloss,agree,
lexicon-v1-2026-07-27,499,6702,inerte,ADJ,C2,0.0139,,excluded,outside_target_cefr,override_eligible,Common high-value adjective; C2 assignment appears too high.
lexicon-v1-2026-07-27,500,327,aicher,VER,C2,0.0168,,excluded,outside_target_cefr,agree,
