id,lemma,normalized,pos,cefr_level,flelex_frequency,lexique_frequency,contextual_diversity,phonetic_ipa,morph_base,morph_structure,morph_decomposition,gloss_zh,decision_reason,eligibility_score,has_cfdict
1952,capitalisme,capitalisme,NOM,B2,0.6275,2.108,0.68585,kapitalizm,capital,0-1-1,/capital.isme,资本主义,target_content_with_gloss,0.755897,1
12848,tir,tir,NOM,B2,0.6275,37.519,8.17055,tiʁ,tirer,0-1-0,/tir(er),射击,target_content_with_gloss,0.755897,1
1063,autocar,autocar,NOM,B2,0.6273,0.687,0.18371,otokaʁ,car,1-1-0,_aut(o)/car,客车；旅游车,target_content_with_gloss,0.755891,1
181,adjoint,adjoint,NOM,B2,0.6261,8.972,4.22535,adʒwɛ̃,joindre,1-1-0,_ad/join(dre),副手,target_content_with_gloss,0.755858,1
702,approuver,approuver,VER,B2,0.6261,19.959,2.46326,apʁuve,preuve,1-1-1,_a(d)/p/pr(e)/ouvé.er,准予；准许,target_content_with_gloss,0.755858,1
1023,audit,audit,NOM,B2,0.6261,1.43,0.4011,odit,audio,0-1-0,/audit,审核；审计,target_content_with_gloss,0.755858,1
3306,coïncider,coïncider,VER,B2,0.6261,1.968,0.45315,koɛ̃side,{cident},2-1-1,_co_in/{cid(ent)}.er,吻合；相符,target_content_with_gloss,0.755858,1
4668,engloutir,engloutir,VER,B2,0.6261,3.924,0.4899,ɑ̃glutiʁ,glouton,1-1-1,_en/glou(ton).ir,吃掉；吞下,target_content_with_gloss,0.755858,1
6747,influer,influer,VER,B2,0.6261,1.108,0.69963,ɛ̃flye,flux,1-1-1,_in/flu(ence).er,有影响,target_content_with_gloss,0.755858,1
1840,cadet,cadet,NOM,B2,0.623,4.038,1.48194,kadɛ,cadet,0-1-0,/cadet,么,target_content_with_gloss,0.75577,1
3735,dingue,dingue,ADJ,B2,0.623,62.506,20.80527,dɛ̃g,ding,0-1-1,/ding(uer).e,疯子,target_content_with_gloss,0.75577,1
13210,turbulent,turbulent,ADJ,B2,0.623,0.804,0.16381,tyʁbylɑ̃,tuerbulent,0-1-1,/turbul(ent).ent,沺,target_content_with_gloss,0.75577,1
3234,coulisse,coulisse,NOM,B2,0.6227,5.212,1.5692,kulis,couler,0-1-2,/coul(er).iss.e,内情；后台,target_content_with_gloss,0.755762,1
2801,con,con,ADJ,B2,0.6225,28.709,21.4008,kɔ̃,con,0-1-0,/con,傻B,target_content_with_gloss,0.755756,1
3442,cueillette,cueillette,NOM,B2,0.6225,0.709,0.27404,kœjɛt,cueillir,0-1-1,/cueill(ir).ette,采摘,target_content_with_gloss,0.755756,1
4217,délinquant,délinquant,ADJ,B2,0.6207,0.889,1.17116,delɛ̃kɑ̃,délinquant,0-1-1,/délinqu(ant).ant,犯人,target_content_with_gloss,0.755705,1
9027,orphelin,orphelin,NOM,B2,0.6205,7.313,1.67636,ɔʁfəlɛ̃,orphelin,0-1-0,/orphelin,孤儿；孤哀子,target_content_with_gloss,0.7557,1
3161,cordial,cordial,ADJ,B2,0.6202,0.513,0.17606,kɔʁdjal,coeur,0-1-1,/cordi(al).al,恳切；深切,target_content_with_gloss,0.755691,1
143,acquitter,acquitter,VER,B2,0.6194,4.146,0.71341,akite,quitte,1-1-1,_a(d)c/quit(te).er,缴纳,target_content_with_gloss,0.755669,1
1963,captif,captif,ADJ,B2,0.6194,1.348,0.36283,kaptif,{capt},0-1-1,/{capt}.if,俘虏,target_content_with_gloss,0.755669,1
5333,flotte,flotte,NOM,B2,0.6194,12.62,4.15493,flɔt,flot,0-1-1,/flot[t].e,舰队；船队,target_content_with_gloss,0.755669,1
6644,indigne,indigne,ADJ,B2,0.6194,4.981,1.8616,ɛ̃diɲ,digne,1-1-0,_in/dign(e),不正；不肖,target_content_with_gloss,0.755669,1
7796,manie,manie,NOM,B2,0.6194,3.108,1.27526,mani,manie,0-1-0,/manie,癖,target_content_with_gloss,0.755669,1
9125,palpiter,palpiter,VER,B2,0.6194,1.041,0.69504,palpite,palper,0-1-2,/palp(er).it.er,抽动；跳动,target_content_with_gloss,0.755669,1
12502,survivant,survivant,NOM,B2,0.6194,13.915,3.25781,syʁvivɑ̃,vivre,1-1-1,_sur/viv(re).ant,幸存者；残存,target_content_with_gloss,0.755669,1
13073,traverse,traverse,NOM,B2,0.6194,1.174,6.12523,tʁavɛʁs,travers,0-1-1,/travers.e,流过,target_content_with_gloss,0.755669,1
6971,intervalle,intervalle,NOM,B2,0.6191,2.671,0.87569,ɛ̃tɛʁval,intervalle,0-1-0,/intervalle,区间；间距,target_content_with_gloss,0.75566,1
7747,malformation,malformation,NOM,B2,0.6191,1.089,0.29547,malfɔʁmasjɔ̃,mal,0-2-0,/mal/formation,畸型,target_content_with_gloss,0.75566,1
8800,négociant,négociant,NOM,B2,0.6191,0.848,0.3368,negosjɑ̃,négoce,0-1-1,/négoc(e).iant,商户,target_content_with_gloss,0.75566,1
12493,surtout,surtout,NOM,B2,0.619,0.408,36.65646,syʁtu,tout,1-1-0,_sur/tout,切切；千万,target_content_with_gloss,0.755657,1
12634,tablier,tablier,NOM,B2,0.6189,3.161,1.10227,tablije,table,0-1-1,/tabl(e).ier,围裙,target_content_with_gloss,0.755654,1
3500,cylindre,cylindre,NOM,B2,0.6187,2.047,0.3613,silɛ̃dʁ,cylindre,0-1-1,/cylindr(e).e,圆柱；气缸,target_content_with_gloss,0.755649,1
8518,méprisant,méprisant,ADJ,B2,0.6185,0.775,0.27863,mepʁizɑ̃,prendre,1-1-1,_mé/pris.ant,白眼；眼高,target_content_with_gloss,0.755643,1
3156,corail,corail,ADJ,B2,0.6182,0.18,0.43172,koʁaj,corail,0-1-0,/corail,珊瑚；珊瑚虫,target_content_with_gloss,0.755635,1
5242,figurine,figurine,NOM,B2,0.618,2.737,0.51286,figyʁin,figurer,0-1-1,/figur(er).ine,人偶；人儿,target_content_with_gloss,0.755629,1
1562,boucherie,boucherie,NOM,B2,0.6179,2.877,1.08543,buʃəʁi,bouc,0-1-0,/bouc[h],肉贩,target_content_with_gloss,0.755626,1
9780,pointure,pointure,NOM,B2,0.6178,2.551,0.86038,pwɛ̃tyʁ,point,0-1-1,/point.ure,大小；尺码,target_content_with_gloss,0.755623,1
14066,éploré,éploré,ADJ,B2,0.6175,0.68,0.18983,eploʁe,pleur,1-1-1,_é/pl(eu)/or.é,汪汪,target_content_with_gloss,0.755615,1
10454,pâtissier,pâtissier,NOM,B2,0.6169,2.079,0.31078,patisje,pâte,0-1-2,/pât(e).iss.ier,糕点师,target_content_with_gloss,0.755598,1
8048,meurtrier,meurtrier,ADJ,B2,0.6162,6.364,8.76914,mœʁtʁije,meurtre,0-1-1,/meurtr(e).ier,凶手,target_content_with_gloss,0.755578,1
7972,maçon,maçon,NOM,B2,0.615,1.718,0.37201,masɔ̃,maçon,0-1-0,/maçon,房舍；泥水匠,target_content_with_gloss,0.755544,1
1328,bavardage,bavardage,NOM,B2,0.6149,4.608,1.01041,bavaʁdaʒ,bave,0-1-2,/bav(e).ard.age,调侃；闲谈,target_content_with_gloss,0.755541,1
5788,gladiateur,gladiateur,NOM,B2,0.6149,2.497,0.35977,gladjatœʁ,gladiateur,0-1-0,/gladiateur,斗剑者,target_content_with_gloss,0.755541,1
89,accommoder,accommoder,VER,B2,0.6143,1.199,0.26638,akomode,commode,1-1-1,_a(d)c/commod(e).er,凑合；烹调,target_content_with_gloss,0.755524,1
3002,consultant,consultant,NOM,B2,0.6143,4.165,1.67942,kɔ̃syltɑ̃,consulter,0-1-1,/consult(er).ant,咨询；咨询顾问,target_content_with_gloss,0.755524,1
7800,manifeste,manifeste,NOM,B2,0.6143,2.241,1.85854,manifɛst,manifester,0-1-1,/manifest(er).e,宣言；明显,target_content_with_gloss,0.755524,1
8785,néant,néant,NOM,B2,0.6143,4.212,1.51562,neɑ̃,néant,0-1-0,/néant,虚无,target_content_with_gloss,0.755524,1
2062,cassure,cassure,NOM,B2,0.6131,0.313,0.10563,kasyʁ,casser,0-1-1,/cass(er).ure,破裂,target_content_with_gloss,0.75549,1
2870,confident,confident,NOM,B2,0.6128,1.354,0.34752,kɔ̃fidɑ̃,confident,0-1-0,/confident,亲信；密友,target_content_with_gloss,0.755482,1
938,athlétique,athlétique,ADJ,B2,0.6114,1.462,0.52817,atletik,athlète,0-1-1,/athlèt(e).ique,擅长运动,target_content_with_gloss,0.755442,1
3264,courgette,courgette,NOM,B2,0.6114,0.728,0.19443,kuʁʒɛt,courge,0-1-1,/courg(e).ette,夏南瓜,target_content_with_gloss,0.755442,1
9389,pelle,pelle,NOM,B2,0.6094,8.75,2.51072,pɛl,pale,0-1-0,/pelle,刬；梩,target_content_with_gloss,0.755385,1
4196,dégustation,dégustation,NOM,B2,0.6066,1.775,0.56032,degystasjɔ̃,goût,1-1-1,_dé/g(o)û/st.ation,品味,target_content_with_gloss,0.755305,1
5299,flagrant,flagrant,ADJ,B2,0.6066,3.949,1.2921,flagʁɑ̃,flagrant,0-1-1,/flagr(ant).ant,刺目；现行,target_content_with_gloss,0.755305,1
1994,carcasse,carcasse,NOM,B2,0.6065,2.699,0.91396,kaʁkas,carcasse,0-1-0,/carcasse,尸首；构架,target_content_with_gloss,0.755302,1
405,aller,aller,NOM,B2,0.6063,24.782,91.53399,ale,aller,0-1-0,/all(er),出国；刚要,target_content_with_gloss,0.755297,1
11198,rivage,rivage,NOM,B2,0.6041,3.712,1.07471,ʁivaʒ,rive,0-1-1,/riv(e).age,岸边；河滩,target_content_with_gloss,0.755234,1
474,ambulance,ambulance,NOM,B2,0.6035,29.234,8.38641,ɑ̃bylɑ̃s,ambulant,0-1-1,/ambul(ant).ance,救护车,target_content_with_gloss,0.755217,1
13414,vautour,vautour,NOM,B2,0.6032,4.478,1.00276,votuʁ,vautour,0-1-0,/vautour,雕；鹫,target_content_with_gloss,0.755208,1
599,anonyme,anonyme,NOM,B2,0.6026,1.25,3.96509,anonim,anonyme,1-0-1,_an.{onym(e)},不记名；无名,target_content_with_gloss,0.755191,1
3862,dixième,dixième,ADJ,B2,0.6026,1.212,1.14666,dizjɛm,dix,0-1-1,/dix.ième,十位；第十,target_content_with_gloss,0.755191,1
14174,étrangeté,étrangeté,NOM,B2,0.6014,0.415,0.15922,etʁɑ̃ʒəte,étrange,0-1-1,/étrang(e).eté,奇特,target_content_with_gloss,0.755157,1
481,amertume,amertume,NOM,B2,0.6006,2.222,0.9507,amɛʁtym,amer,0-1-1,/amer.tume,恨意；苦处,target_content_with_gloss,0.755134,1
1137,aveu,aveu,NOM,B2,0.6006,11.297,2.24127,avø,avouer,0-1-0,/aveu,供,target_content_with_gloss,0.755134,1
10786,recherché,recherché,ADJ,B2,0.6006,4.975,4.07838,ʁəʃɛʁʃe,cherch(er),1-1-1,_re/cherch(er).é,抢手；讲究,target_content_with_gloss,0.755134,1
7663,machin,machin,NOM,B2,0.5982,12.383,3.73239,maʃɛ̃,machine,0-1-0,/machin(e),东西,target_content_with_gloss,0.755065,1
10014,prestataire,prestataire,NOM,B2,0.5979,0.212,0.06277,pʁɛstatɛʁ,stable,1-1-1,_pré/st(able)[t].aire,提供商,target_content_with_gloss,0.755057,1
11211,robuste,robuste,ADJ,B2,0.5979,2.81,0.93846,ʁobyst,robuste,0-1-1,/robust(e).e,健壮；厚实,target_content_with_gloss,0.755057,1
1776,butter,butter,VER,B2,0.5978,1.089,0.3169,byte,but(t)er,0-1-1,/but[t](er).er,培土,target_content_with_gloss,0.755054,1
2779,comptable,comptable,NOM,B2,0.5978,7.342,2.90416,kɔ̃tabl,compter,0-1-1,/compt(er).able,会计；会计人员,target_content_with_gloss,0.755054,1
4205,délaisser,délaisser,VER,B2,0.5978,1.725,0.32456,delese,laisser,1-1-1,_dé/lai(sser).er,摒弃,target_content_with_gloss,0.755054,1
4211,délicatesse,délicatesse,NOM,B2,0.5978,1.782,0.76699,delikatɛs,délicat,0-1-1,/délicat.esse,正直；纤细,target_content_with_gloss,0.755054,1
5345,flânerie,flânerie,NOM,B2,0.5978,0.044,0.01531,flanəʁi,flâner,0-1-1,/flân(er).erie,顸；颟,target_content_with_gloss,0.755054,1
5551,fronde,fronde,NOM,B2,0.5978,0.557,0.21739,fʁɔ̃d,fronde,0-1-1,/frond(e).e,吊带；暴动,target_content_with_gloss,0.755054,1
6511,improviser,improviser,VER,B2,0.5978,7.025,1.21096,ɛ̃pʁovize,viser,2-1-1,_i(n)/m_pro/vis(er).er,搭盖,target_content_with_gloss,0.755054,1
11282,roulotte,roulotte,NOM,B2,0.5978,1.022,0.23729,ʁulɔt,rouelle,0-1-0,/roul(er),房车,target_content_with_gloss,0.755054,1
12286,stimulant,stimulant,ADJ,B2,0.5978,2.104,1.00888,stimylɑ̃,stimuler,0-1-1,/stimul(er).ant,令人振奋；刺激性,target_content_with_gloss,0.755054,1
12926,tortueux,tortueux,ADJ,B2,0.5978,0.623,0.18065,tɔʁtɥø,tordre,0-1-1,/tor(dre)/t.ueux,迂；逦,target_content_with_gloss,0.755054,1
12933,totaliser,totaliser,VER,B2,0.5978,0.203,0.03368,totalize,total,0-1-2,/total.is.er,共计；总计,target_content_with_gloss,0.755054,1
6514,imprudent,imprudent,ADJ,B2,0.5962,4.244,1.36099,ɛ̃pʁydɑ̃,prudent,1-1-1,_i(n)/m/prud(ent).ent,不慎；疏率,target_content_with_gloss,0.755008,1
2027,cartable,cartable,NOM,B2,0.5955,1.089,0.35364,kaʁtabl,carte,0-1-1,/cart(e).able,书包,target_content_with_gloss,0.754988,1
2330,choléra,choléra,NOM,B2,0.5955,1.367,0.39192,koleʁa,choléra,0-1-0,/choléra,虎列拉；虎烈拉,target_content_with_gloss,0.754988,1
6393,illustre,illustre,ADJ,B2,0.5955,1.946,0.88947,ilystʁ,lustre,1-1-1,_i(n)/l/lustr(e).e,崋；炳,target_content_with_gloss,0.754988,1
1646,bracelet,bracelet,NOM,B2,0.5941,14.408,2.76638,bʁasəlɛ,bras,0-1-1,/bra(s)/c.elet,手环；手链,target_content_with_gloss,0.754948,1
3457,cuivre,cuivre,NOM,B2,0.5901,5.525,1.50337,kɥivʁ,cuivre,0-1-0,/cuivr(e),铜,target_content_with_gloss,0.754833,1
9124,palpable,palpable,ADJ,B2,0.5901,0.753,0.33374,palpabl,palper,0-1-1,/palp(er).able,可及,target_content_with_gloss,0.754833,1
9674,planer,planer,VER,B2,0.5901,7.282,1.09767,plane,planer,0-1-1,/plan(er).er,翀；翔,target_content_with_gloss,0.754833,1
11717,satin,satin,NOM,B2,0.5901,1.541,0.55419,satɛ̃,satin,0-1-0,/satin,色丁,target_content_with_gloss,0.754833,1
11730,saugrenu,saugrenu,ADJ,B2,0.5901,0.57,0.11329,sogʁəny,sel,0-1-0,/saugrenu,荒唐；荒谬,target_content_with_gloss,0.754833,1
12442,supposition,supposition,NOM,B2,0.5901,5.104,1.36865,sypozisjɔ̃,poser,1-1-1,_su(b)/p/pos(er).ition,假定；想象,target_content_with_gloss,0.754833,1
13358,vaciller,vaciller,VER,B2,0.5901,1.453,0.25566,vasije,vaciller,0-1-1,/vacill(er).er,动摇；摇动,target_content_with_gloss,0.754833,1
13854,écorce,écorce,NOM,B2,0.5876,1.519,0.50521,ekɔʁs,écorce,0-1-1,/écorc(e).e,树皮,target_content_with_gloss,0.754761,1
3227,coucou,coucou,NOM,B2,0.5874,17.294,5.97061,kuku,coucou,0-1-0,/coucou,杜鹃,target_content_with_gloss,0.754755,1
6074,haleine,haleine,NOM,B2,0.5853,6.263,2.55205,alɛn,haleine,0-1-0,/haleine,气息,target_content_with_gloss,0.754694,1
568,anglophone,anglophone,ADJ,B2,0.5848,0.161,0.06277,ɑ̃glofɔn,Angles,0-1-1,/angl(e)/o.phone,英语系,target_content_with_gloss,0.75468,1
1251,banderole,banderole,NOM,B2,0.5848,1.282,0.2725,bɑ̃dəʁɔl,bande,0-1-1,/band(e).erole,帘；旆,target_content_with_gloss,0.75468,1
1807,béquille,béquille,NOM,B2,0.5848,2.285,0.53889,bekij,béquille,0-1-1,/béquill(e).e,手杖；拐杖,target_content_with_gloss,0.75468,1
5032,extrême,extrême,NOM,B2,0.5848,1.889,3.74005,ɛkstʁɛm,extrême,0-1-0,/extrême,极度；极端,target_content_with_gloss,0.75468,1
6925,interaction,interaction,NOM,B2,0.5848,1.813,0.49602,ɛ̃tɛʁaksjɔ̃,acte,1-1-1,_inter/act(ion).ion,交流；相互作用,target_content_with_gloss,0.75468,1
13574,virage,virage,NOM,B2,0.5848,5.918,1.54317,viʁaʒ,virer,0-1-1,/vir(er).age,拐弯,target_content_with_gloss,0.75468,1
6475,implorer,implorer,VER,B2,0.584,6.563,1.18647,ɛ̃ploʁe,pleurer,1-1-1,_i(n)/m/pl(eu/o)r(er).er,哀求；央告,target_content_with_gloss,0.754657,1
13843,écologique,écologique,ADJ,B2,20.778,1.759,0.53735,ekoloʒik,,1-0-2,_éco.log(ie).ique,环保型,target_content_with_gloss,0.754644,1
10876,registre,registre,NOM,B2,0.5833,13.389,3.17973,ʁəʒistʁ,registre,0-1-0,/registre,寄存器；汇编,target_content_with_gloss,0.754637,1
8681,nomination,nomination,NOM,B2,0.5826,3.693,1.01194,nominasjɔ̃,nom,0-1-2,/nom.in.ation,名,target_content_with_gloss,0.754616,1
1611,bouquin,bouquin,NOM,B2,0.582,10.291,2.43264,bukɛ̃,bouquin,0-1-0,/bouquin,书籍,target_content_with_gloss,0.754599,1
846,as,as,NOM,B2,0.5805,14.193,95.84813,as,as,0-1-0,/as,幺,target_content_with_gloss,0.754556,1
2085,catégoriquement,catégoriquement,ADV,B2,0.5805,0.835,0.39039,kategoʁikəmɑ̃,catégorie,0-1-2,/catégor(ie).ique.ment,斩钉截铁；断然,target_content_with_gloss,0.754556,1
82,accidentel,accidentel,ADJ,B2,0.5795,3.608,0.86957,aksidɑ̃tɛl,{cident},1-1-1,_a(d)/c/{cident}.el,偶然；无名,target_content_with_gloss,0.754527,1
7879,marmonner,marmonner,VER,B2,0.5795,2.62,0.31231,maʁmone,marmonner,0-1-1,/marmonn(er).er,咕哝；喃喃,target_content_with_gloss,0.754527,1
7312,laissez-passer,laissez-passer,NOM,B2,0.5792,3.016,0.85273,lɛsepase,laisser,0-2-0,/laiss(er)/passer,通行证,target_content_with_gloss,0.754518,1
5912,grignoter,grignoter,VER,B2,0.5777,3.063,0.86803,gʁiɲote,grignoter,0-1-1,/grignot(er).er,蚕食,target_content_with_gloss,0.754474,1
8399,musculation,musculation,NOM,B2,0.5773,0.677,0.29088,myskylasjɔ̃,muscle,0-1-2,/muscl(e).ul.ation,负重训练,target_content_with_gloss,0.754463,1
8051,mexicain,mexicain,ADJ,B2,0.5751,10.025,2.29026,mɛksikɛ̃,Mexique,0-1-0,/Mexi(que)/c,老墨,target_content_with_gloss,0.754399,1
4558,emménager,emménager,VER,B2,0.5739,21.617,3.39559,ɑ̃menaʒe,ménage,1-1-1,_em/ménag(e).er,乔迁；移居,target_content_with_gloss,0.754364,1
13894,éducateur,éducateur,NOM,B2,0.5739,0.883,0.19443,edykatœʁ,éduquer,0-1-1,/édu(quer)/c.ateur,导师；教育家,target_content_with_gloss,0.754364,1
5924,grinçant,grinçant,ADJ,B2,0.5734,0.415,0.11788,gʁɛ̃sɑ̃,grincer,0-1-1,/grinc(er).ant,濇,target_content_with_gloss,0.754349,1
5339,fluide,fluide,ADJ,B2,0.5724,1.592,1.37324,flɥid,flux,0-1-1,/flu(x).ide,流体；流利,target_content_with_gloss,0.75432,1
10151,prometteur,prometteur,ADJ,B2,0.5724,5.57,1.63656,pʁomɛtœʁ,mettre,1-1-1,_pro/mett(re).eur,有为；有前途,target_content_with_gloss,0.75432,1
2448,citron,citron,NOM,B2,0.5705,9.576,3.20576,sitʁɔ̃,citron,0-1-1,/citr(on).on,柠檬,target_content_with_gloss,0.754265,1
5775,gilet,gilet,NOM,B2,0.5682,8.627,2.29179,ʒilɛ,gilet,0-1-0,/gilet,背心,target_content_with_gloss,0.754198,1
4097,déconcerter,déconcerter,VER,B2,0.5678,1.114,0.4057,dekɔ̃sɛʁte,concerter,1-1-1,_dé/concert(er).er,难住,target_content_with_gloss,0.754186,1
7830,manoeuvrer,manoeuvrer,VER,B2,0.5678,2.278,2.26424,manœvʁe,main,0-1-1,/manoeuvr(er).er,操作；运作,target_content_with_gloss,0.754186,1
8115,minerai,minerai,NOM,B2,0.5668,1.434,0.37048,minəʁɛ,miner,0-1-1,/miner.ai,矿石,target_content_with_gloss,0.754157,1
8844,obstruer,obstruer,VER,B2,0.5668,0.883,0.10563,ɔpstʁye,{struct},1-1-1,_ob/{stru(ct)}.er,受阻；堵住,target_content_with_gloss,0.754157,1
3337,crevette,crevette,NOM,B2,0.5652,7.921,1.79577,kʁəvɛt,crevette,0-1-1,/crevett(e).e,小虾；明虾,target_content_with_gloss,0.75411,1
12475,surnaturel,surnaturel,ADJ,B2,0.5651,3.712,0.9308,syʁnatyʁɛl,nature,1-1-1,_sur/natur(e).el,灵异,target_content_with_gloss,0.754107,1
4605,enceinte,enceinte,ADJ,B2,0.5634,61.782,15.43784,ɑ̃sɛ̃t,ceindre,1-1-1,_en/cein(dre)/t.e,大院；身孕,target_content_with_gloss,0.754058,1
5459,fourni,fourni,ADJ,B2,0.5634,0.908,2.99143,fuʁni,fournir,0-1-1,/fourn(ir).i,预装,target_content_with_gloss,0.754058,1
3159,corbeille,corbeille,NOM,B2,0.5628,1.902,0.61237,kɔʁbɛj,corbeille,0-1-0,/corbeille,篮子,target_content_with_gloss,0.75404,1
3546,dalle,dalle,NOM,B2,0.5584,10.658,4.32333,dal,dalle,0-1-1,/dall(e).e,石板,target_content_with_gloss,0.753911,1
10799,reconnaissable,reconnaissable,ADJ,B2,0.555,0.722,0.26485,ʁəkonɛsabl,naître,1-1-1,_re/conna(î/is)(tre)[s].able,耳熟,target_content_with_gloss,0.753811,1
7318,lamentation,lamentation,NOM,B2,0.5535,0.848,0.38885,lamɑ̃tasjɔ̃,lamenter,0-1-1,/lament(er).ation,哀号；哀叹,target_content_with_gloss,0.753767,1
5458,fourneau,fourneau,NOM,B2,0.5515,1.696,0.3812,fuʁno,four,0-1-1,/four.neau,火炉,target_content_with_gloss,0.753708,1
8019,merder,merder,VER,B2,0.5515,18.101,45.15309,mɛʁde,merde,0-1-1,/merd(e).er,机掰；鸡掰,target_content_with_gloss,0.753708,1
9919,posé,posé,ADJ,B2,0.5513,1.737,11.42682,poze,poser,0-1-1,/pos(er).é,安静；提提,target_content_with_gloss,0.753702,1
13440,ventilation,ventilation,NOM,B2,0.5513,3.437,1.24464,vɑ̃tilasjɔ̃,vent,0-1-2,/vent.il.ation,通风,target_content_with_gloss,0.753702,1
5149,fauve,fauve,NOM,B2,0.5504,1.541,0.39345,fov,fauve,0-1-0,/fauve,野兽,target_content_with_gloss,0.753675,1
7366,lavage,lavage,NOM,B2,0.5504,5.987,2.14329,lavaʒ,laver,0-1-1,/lav(er).age,冲洗；水洗,target_content_with_gloss,0.753675,1
7568,loyauté,loyauté,NOM,B2,0.5485,14.0,5.14238,lwajote,loi,0-1-2,/lo(i/y).a(l/u).té,义气；忠义,target_content_with_gloss,0.753619,1
8734,nourrice,nourrice,NOM,B2,0.5483,3.456,0.89712,nuʁis,nourrir,0-1-1,/nourr(ir).ice,保姆；保母,target_content_with_gloss,0.753613,1
14008,ému,ému,ADJ,B2,0.5465,1.839,1.30282,emy,mouvoir,1-1-1,_é/m(ouvoir).u,慷慨；激动,target_content_with_gloss,0.75356,1
5464,fourreau,fourreau,NOM,B2,0.546,0.709,0.25107,fuʁo,fourrer,0-1-1,/fourr(er).eau,刀鞘,target_content_with_gloss,0.753545,1
137,acide,acide,NOM,B2,0.5455,9.88,3.14605,asid,acide,0-1-0,/acide,痠；酸,target_content_with_gloss,0.75353,1
3320,crapaud,crapaud,NOM,B2,0.5455,3.959,0.91702,kʁapo,crapaud,0-1-0,/crapaud,蛤蟆,target_content_with_gloss,0.75353,1
8504,mémorable,mémorable,ADJ,B2,0.5455,2.864,1.09308,memoʁabl,mémoire,0-1-1,/mémo(i)r(e).able,可念；回味无穷,target_content_with_gloss,0.75353,1
12122,soudainement,soudainement,ADV,B2,0.5455,12.108,5.06277,sudɛnəmɑ̃,soudain,0-1-1,/soudaine.ment,刹那间；恍然,target_content_with_gloss,0.75353,1
6992,intransigeant,intransigeant,ADJ,B2,0.5441,0.671,0.16228,ɛ̃tʁɑ̃ziʒɑ̃,transiger,1-1-1,_in/transige(r).ant,倔强；强硬,target_content_with_gloss,0.753489,1
1669,braver,braver,VER,B2,0.5397,2.089,6.51715,bʁave,brave,0-1-1,/brav(e).er,冒着,target_content_with_gloss,0.753358,1
6464,imperméable,imperméable,ADJ,B2,0.5397,0.728,0.71953,ɛ̃pɛʁmeabl,perméable,1-1-1,_i(n)/m/permé(able).able,雨衣,target_content_with_gloss,0.753358,1
7885,marquant,marquant,ADJ,B2,0.5397,0.807,0.35671,maʁkɑ̃,marquer,0-1-1,/marqu(er).ant,突出,target_content_with_gloss,0.753358,1
587,annuaire,annuaire,NOM,B2,0.5389,4.272,1.52174,anɥɛʁ,an,0-1-1,/annu(el).aire,名录；年鉴,target_content_with_gloss,0.753334,1
13719,végétation,végétation,NOM,B2,0.5355,1.187,0.41641,veʒetasjɔ̃,végéter,0-1-2,/végét(er).at.ation,植物；植被,target_content_with_gloss,0.753233,1
5160,favorite,favorite,NOM,B2,0.5351,1.294,1.6534,favoʁit,faveur,0-1-1,/fav(eu/o)r.ite,嬖,target_content_with_gloss,0.753221,1
10043,priorité,priorité,NOM,B2,20.0456,18.57,5.85273,pʁijoʁite,,0-1-1,/§prior(ité)§.ité,优先；优先权,target_content_with_gloss,0.753078,1
2362,chuchotement,chuchotement,NOM,B2,0.5256,1.427,0.3613,ʃyʃɔtəmɑ̃,chuchoter,0-1-1,/chuchot(er).ement,低语；呢喃,target_content_with_gloss,0.752937,1
4142,déduire,déduire,VER,B2,0.5215,6.639,0.99663,dedɥiʁ,{duire},1-1-1,_dé/{dui(re)}.re,减去；减除,target_content_with_gloss,0.752814,1
10596,rabattre,rabattre,VER,B2,0.5215,2.003,0.33068,ʁabatʁ,bas,1-1-1,_r(e)/abat(tre).re,翻盖,target_content_with_gloss,0.752814,1
9269,parterre,parterre,NOM,B2,0.5199,1.013,0.35517,paʁtɛʁ,terre,1-1-0,_par/terre,花坛,target_content_with_gloss,0.752766,1
13798,écaille,écaille,NOM,B2,0.5199,1.405,0.39957,ekaj,écaille,0-1-1,/écaill(e).e,鳞片,target_content_with_gloss,0.752766,1
2429,circonscrire,circonscrire,VER,B2,0.5197,0.161,0.02909,siʁkɔ̃skʁiʁ,{script},2-1-0,_1_circon/{script},限定,target_content_with_gloss,0.75276,1
417,allongé,allongé,ADJ,B2,0.5168,2.006,2.71433,alɔ̃ʒe,long,1-1-1,_a(d)l/long.é,躺着,target_content_with_gloss,0.752672,1
7494,lié,lié,ADJ,B2,0.5168,5.718,7.48163,lje,lier,0-1-1,/li(er).é,相关,target_content_with_gloss,0.752672,1
8199,modérer,modérer,VER,B2,0.5168,1.136,0.31843,modeʁe,modérer,0-1-1,/modéré.er,收敛；节制,target_content_with_gloss,0.752672,1
10144,prolongé,prolongé,ADJ,B2,0.5168,1.326,0.54654,pʁolɔ̃ʒe,long,1-1-1,_pro/long.é,持久；经久,target_content_with_gloss,0.752672,1
5482,fraise,fraise,NOM,B2,0.516,7.551,1.38242,fʁɛz,fraise,0-1-1,/frais(e).e,士多啤梨；草莓,target_content_with_gloss,0.752648,1
7905,marécageux,marécageux,ADJ,B2,0.516,0.256,0.0643,maʁekaʒø,marais,0-1-2,/mar(ais/é)[c].ag(e).eux,洳,target_content_with_gloss,0.752648,1
